Time,Average,Year,Month,Day,YearMonth,Index
2021-03-17,22.24768518518518,2021,3,17,2021-03,1
2021-03-18,22.125,2021,3,18,2021-03,1
2021-03-19,22.301697530864192,2021,3,19,2021-03,1
2021-03-20,21.960648148148145,2021,3,20,2021-03,1
2021-03-21,23.269290123456795,2021,3,21,2021-03,1
2021-03-22,21.54706790123457,2021,3,22,2021-03,1
2021-03-23,21.22222222222222,2021,3,23,2021-03,1
2021-03-24,23.269290123456788,2021,3,24,2021-03,1
2021-03-25,21.938271604938272,2021,3,25,2021-03,1
2021-03-26,22.241512345679013,2021,3,26,2021-03,1
2021-03-27,22.34645061728395,2021,3,27,2021-03,1
2021-03-28,22.912037037037038,2021,3,28,2021-03,1
2021-03-29,22.199845679012345,2021,3,29,2021-03,1
2021-03-30,22.235339506172842,2021,3,30,2021-03,1
2021-03-31,22.49922839506173,2021,3,31,2021-03,1
2021-04-01,21.929012345679013,2021,4,1,2021-04,2
2021-04-02,24.060185185185183,2021,4,2,2021-04,2
2021-04-03,22.297839506172846,2021,4,3,2021-04,2
2021-04-04,22.924382716049383,2021,4,4,2021-04,2
2021-04-05,22.39969135802469,2021,4,5,2021-04,2
2021-04-06,22.235339506172842,2021,4,6,2021-04,2
2021-04-07,22.29706790123457,2021,4,7,2021-04,2
2021-04-08,22.600308641975307,2021,4,8,2021-04,2
2021-04-09,22.787808641975307,2021,4,9,2021-04,2
2021-04-10,22.83179012345679,2021,4,10,2021-04,2
2021-04-11,22.585648148148145,2021,4,11,2021-04,2
2021-04-12,22.270833333333336,2021,4,12,2021-04,2
2021-04-13,21.92978395061729,2021,4,13,2021-04,2
2021-04-14,23.233796296296298,2021,4,14,2021-04,2
2021-04-15,22.994598765432094,2021,4,15,2021-04,2
2021-04-16,22.939043209876544,2021,4,16,2021-04,2
2021-04-17,22.61265432098766,2021,4,17,2021-04,2
2021-04-18,22.39737654320988,2021,4,18,2021-04,2
2021-04-19,22.300154320987655,2021,4,19,2021-04,2
2021-04-20,22.271604938271604,2021,4,20,2021-04,2
2021-04-21,22.79320987654321,2021,4,21,2021-04,2
2021-04-22,22.896604938271608,2021,4,22,2021-04,2
2021-04-23,23.539351851851848,2021,4,23,2021-04,2
2021-04-24,22.30478395061728,2021,4,24,2021-04,2
2021-04-25,22.181327160493826,2021,4,25,2021-04,2
2021-04-26,22.266203703703702,2021,4,26,2021-04,2
2021-04-27,22.28472222222222,2021,4,27,2021-04,2
2021-04-28,21.75308641975309,2021,4,28,2021-04,2
2021-04-29,23.487654320987655,2021,4,29,2021-04,2
2021-04-30,21.742283950617285,2021,4,30,2021-04,2
2021-05-01,21.64506172839506,2021,5,1,2021-05,3
2021-05-02,21.487654320987655,2021,5,2,2021-05,3
2021-05-03,22.222222222222225,2021,5,3,2021-05,3
2021-05-04,22.510802469135804,2021,5,4,2021-05,3
2021-05-05,22.641203703703706,2021,5,5,2021-05,3
2021-05-06,22.21527777777778,2021,5,6,2021-05,3
2021-05-07,22.206790123456795,2021,5,7,2021-05,3
2021-05-08,22.122685185185183,2021,5,8,2021-05,3
2021-05-09,23.131944444444443,2021,5,9,2021-05,3
2021-05-10,22.257716049382715,2021,5,10,2021-05,3
2021-05-11,21.148148148148145,2021,5,11,2021-05,3
2021-05-12,21.586419753086417,2021,5,12,2021-05,3
2021-05-13,22.015432098765434,2021,5,13,2021-05,3
2021-05-14,22.0570987654321,2021,5,14,2021-05,3
2021-05-15,21.998456790123456,2021,5,15,2021-05,3
2021-05-16,22.13348765432099,2021,5,16,2021-05,3
2021-05-17,21.844907407407405,2021,5,17,2021-05,3
2021-05-18,22.14043209876543,2021,5,18,2021-05,3
2021-05-19,22.277006172839506,2021,5,19,2021-05,3
2021-05-20,21.73070987654321,2021,5,20,2021-05,3
2021-05-21,21.719907407407412,2021,5,21,2021-05,3
2021-05-22,22.344907407407405,2021,5,22,2021-05,3
2021-05-23,21.460648148148145,2021,5,23,2021-05,3
2021-05-24,21.65354938271605,2021,5,24,2021-05,3
2021-05-25,22.787037037037035,2021,5,25,2021-05,3
2021-05-26,22.176967322800657,2021,5,26,2021-05,3
2021-05-27,22.36018518518518,2021,5,27,2021-05,3
2021-05-28,24.067302847064756,2021,5,28,2021-05,3
2021-05-29,24.622685185185183,2021,5,29,2021-05,3
2021-05-30,26.905092592592595,2021,5,30,2021-05,3
2021-05-31,23.316358024691358,2021,5,31,2021-05,3
2021-06-01,21.621141975308646,2021,6,1,2021-06,4
2021-06-02,21.926697530864192,2021,6,2,2021-06,4
2021-06-03,21.594135802469136,2021,6,3,2021-06,4
2021-06-04,21.85956790123457,2021,6,4,2021-06,4
2021-06-05,21.924382716049386,2021,6,5,2021-06,4
2021-06-06,22.608024691358025,2021,6,6,2021-06,4
2021-06-07,22.75771604938272,2021,6,7,2021-06,4
2021-06-08,21.726080246913583,2021,6,8,2021-06,4
2021-06-09,21.29243827160494,2021,6,9,2021-06,4
2021-06-10,21.6141975308642,2021,6,10,2021-06,4
2021-06-11,21.772376543209877,2021,6,11,2021-06,4
2021-06-12,21.917438271604937,2021,6,12,2021-06,4
2021-06-13,22.272376543209877,2021,6,13,2021-06,4
2021-06-14,23.726080246913583,2021,6,14,2021-06,4
2021-06-15,23.336419753086417,2021,6,15,2021-06,4
2021-06-16,21.11111111111111,2021,6,16,2021-06,4
2021-06-17,24.07561728395062,2021,6,17,2021-06,4
2021-06-18,22.25617283950617,2021,6,18,2021-06,4
2021-06-19,22.88888888888889,2021,6,19,2021-06,4
2021-06-20,24.317901234567906,2021,6,20,2021-06,4
